ordernumber,quantityordered,price_each,order_line_number,sales,order_date,days_since_lastorder,status,productline,msrp,product_code,customer_name,phone,address_line1,city,postal_code,country,contact_last_name,contact_first_name,dealsize
10370,25,? 126.41,3,"? 3,160.25",20-01-2020,2361,shipped,trucks and buses,? 64.00,S32_3522,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,medium
10169,34,? 115.32,12,"? 3,920.88",04-11-2018,2835,shipped,motorcycles,? 102.00,S32_4485,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,medium
10169,48,? 80.55,10,"? 3,866.40",04-11-2018,2939,shipped,motorcycles,? 81.00,S50_4713,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,medium
10361,20,? 72.55,13,"? 1,451.00",17-12-2019,186,shipped,motorcycles,? 95.00,S10_1678,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10270,21,? 233.59,9,"? 4,905.39",19-07-2019,356,shipped,classic cars,? 214.00,S10_1949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10361,26,? 51.15,8,"? 1,329.90",17-12-2019,236,shipped,motorcycles,? 118.00,S10_2016,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10270,32,? 134.44,2,"? 4,302.08",19-07-2019,455,shipped,classic cars,? 147.00,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10270,28,? 146.24,6,"? 4,094.72",19-07-2019,532,shipped,trucks and buses,? 136.00,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10270,43,? 96.84,8,"? 4,164.12",19-07-2019,733,shipped,trucks and buses,? 116.00,S18_1097,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10139,31,? 102.74,7,"? 3,184.94",16-07-2018,1142,shipped,vintage cars,? 102.00,S18_1342,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10139,49,? 43.13,6,"? 2,113.37",16-07-2018,1166,shipped,vintage cars,? 53.00,S18_1367,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10420,37,? 142.80,5,"? 5,283.60",29-05-2020,575,in process,vintage cars,? 170.00,S18_1749,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10420,36,? 63.57,4,"? 2,288.52",29-05-2020,675,in process,vintage cars,? 60.00,S18_2248,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10420,45,? 110.60,2,"? 4,977.00",29-05-2020,725,in process,vintage cars,? 127.00,S18_2325,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10139,41,? 194.06,8,"? 7,956.46",16-07-2018,1486,shipped,vintage cars,? 168.00,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,large
10139,46,? 120.56,1,"? 5,545.76",16-07-2018,1536,shipped,vintage cars,? 101.00,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10270,31,? 96.24,10,"? 2,983.44",19-07-2019,1179,shipped,vintage cars,? 101.00,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10139,20,? 71.20,3,"? 1,424.00",16-07-2018,1560,shipped,vintage cars,? 62.00,S18_2957,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10139,20,? 90.06,2,"? 1,801.20",16-07-2018,1610,shipped,vintage cars,? 104.00,S18_3136,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10270,38,? 125.66,11,"? 4,775.08",19-07-2019,1253,shipped,vintage cars,? 104.00,S18_3136,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10139,30,? 103.18,5,"? 3,095.40",16-07-2018,1759,shipped,vintage cars,? 99.00,S18_3320,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10420,66,? 92.95,6,"? 6,134.70",29-05-2020,1242,in process,vintage cars,? 92.00,S18_4409,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10270,38,? 141.66,3,"? 5,383.08",19-07-2019,1598,shipped,trucks and buses,? 121.00,S18_4600,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10270,44,? 58.36,7,"? 2,567.84",19-07-2019,1625,shipped,vintage cars,? 50.00,S18_4668,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10420,36,? 57.73,7,"? 2,078.28",29-05-2020,1366,in process,classic cars,? 71.00,S18_4933,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10420,60,? 64.67,11,"? 3,880.20",29-05-2020,1389,in process,classic cars,? 73.00,S24_1046,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10420,37,? 60.37,13,"? 2,233.69",29-05-2020,1465,in process,classic cars,? 50.00,S24_1628,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10420,45,? 26.88,1,"? 1,209.60",29-05-2020,1512,in process,vintage cars,? 33.00,S24_1937,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10420,39,? 100.87,9,"? 3,933.93",29-05-2020,1660,in process,classic cars,? 90.00,S24_2766,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10420,55,? 96.30,8,"? 5,296.50",29-05-2020,1735,in process,classic cars,? 117.00,S24_2887,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10420,35,? 96.74,10,"? 3,385.90",29-05-2020,1809,in process,classic cars,? 85.00,S24_3191,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10361,34,? 113.88,6,"? 3,871.92",17-12-2019,2019,shipped,vintage cars,? 65.00,S24_3420,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10420,26,? 100.66,12,"? 2,617.16",29-05-2020,1883,in process,classic cars,? 107.00,S24_3432,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10361,26,? 142.73,7,"? 3,710.98",17-12-2019,2120,shipped,planes,? 68.00,S24_3949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10420,15,? 43.49,3,? 652.35,29-05-2020,1982,in process,vintage cars,? 41.00,S24_3969,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10139,29,? 112.97,4,"? 3,276.13",16-07-2018,2694,shipped,vintage cars,? 97.00,S24_4258,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10361,25,? 62.46,1,"? 1,561.50",17-12-2019,2215,shipped,planes,? 72.00,S24_4278,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10270,32,? 85.72,1,"? 2,743.04",19-07-2019,2409,shipped,trucks and buses,? 96.00,S32_1268,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10270,21,? 63.35,5,"? 1,330.35",19-07-2019,2538,shipped,trucks and buses,? 64.00,S32_3522,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10361,49,? 72.33,2,"? 3,544.17",17-12-2019,2417,shipped,vintage cars,? 68.00,S32_4289,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10361,33,? 82.59,3,"? 2,725.47",17-12-2019,2467,shipped,vintage cars,? 43.00,S50_1341,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10361,20,? 60.54,4,"? 1,210.80",17-12-2019,2597,shipped,planes,? 91.00,S700_1691,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10361,24,? 45.39,14,"? 1,089.36",17-12-2019,2647,shipped,ships,? 90.00,S700_2047,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10361,26,? 105.95,9,"? 2,754.70",17-12-2019,2674,shipped,planes,? 99.00,S700_2466,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10270,46,? 88.00,4,"? 4,048.00",19-07-2019,2871,shipped,classic cars,? 101.00,S700_2824,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10361,44,? 72.42,5,"? 3,186.48",17-12-2019,2752,shipped,planes,? 118.00,S700_2834,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10361,44,? 113.68,10,"? 5,001.92",17-12-2019,2777,shipped,planes,? 80.00,S700_3167,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10361,35,? 122.21,11,"? 4,277.35",17-12-2019,2856,shipped,planes,? 74.00,S700_4002,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,medium
10361,23,? 95.20,12,"? 2,189.60",17-12-2019,2882,shipped,planes,? 49.00,S72_1253,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,small
10223,37,? 107.18,1,"? 3,965.66",20-02-2019,475,shipped,motorcycles,? 95.00,S10_1678,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10347,30,? 131.49,1,"? 3,944.70",29-11-2019,229,shipped,classic cars,? 214.00,S10_1949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10120,29,? 96.34,3,"? 2,793.86",29-04-2018,815,shipped,motorcycles,? 118.00,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10223,47,? 115.37,4,"? 5,422.39",20-02-2019,525,shipped,motorcycles,? 118.00,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10120,46,? 201.41,2,"? 9,264.86",29-04-2018,839,shipped,motorcycles,? 193.00,S10_4698,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,large
10223,49,? 199.47,3,"? 9,774.03",20-02-2019,549,shipped,motorcycles,? 193.00,S10_4698,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,large
10347,27,? 164.00,2,"? 4,428.00",29-11-2019,329,shipped,classic cars,? 147.00,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10347,29,? 123.67,3,"? 3,586.43",29-11-2019,405,shipped,trucks and buses,? 136.00,S12_1666,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10347,42,? 49.60,5,"? 2,083.20",29-11-2019,606,shipped,trucks and buses,? 116.00,S18_1097,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10342,40,? 161.36,2,"? 6,454.40",24-11-2019,637,shipped,classic cars,? 141.00,S18_1129,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10125,32,? 101.71,1,"? 3,254.72",21-05-2018,1197,shipped,vintage cars,? 102.00,S18_1342,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10347,21,? 58.95,7,"? 1,237.95",29-11-2019,681,shipped,vintage cars,? 53.00,S18_1367,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10342,55,? 65.45,1,"? 3,599.75",24-11-2019,782,shipped,classic cars,? 77.00,S18_1889,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10342,22,? 143.67,3,"? 3,160.74",24-11-2019,808,shipped,classic cars,? 142.00,S18_1984,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10347,50,? 136.69,8,"? 6,834.50",29-11-2019,929,shipped,trucks and buses,? 60.00,S18_2432,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10120,29,? 71.81,8,"? 2,082.49",29-04-2018,1515,shipped,planes,? 84.00,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10223,47,? 100.53,9,"? 4,724.91",20-02-2019,1223,shipped,planes,? 84.00,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10120,46,? 58.15,4,"? 2,674.90",29-04-2018,1538,shipped,motorcycles,? 60.00,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10223,28,? 60.57,5,"? 1,695.96",20-02-2019,1248,shipped,motorcycles,? 60.00,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10125,34,? 190.69,2,"? 6,483.46",21-05-2018,1541,shipped,vintage cars,? 168.00,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10347,21,? 229.30,6,"? 4,815.30",29-11-2019,1001,shipped,vintage cars,? 168.00,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10347,48,? 100.30,9,"? 4,814.40",29-11-2019,1052,shipped,vintage cars,? 101.00,S18_2949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10347,34,? 64.96,10,"? 2,208.64",29-11-2019,1077,shipped,vintage cars,? 62.00,S18_2957,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10347,45,? 109.96,11,"? 4,948.20",29-11-2019,1127,shipped,vintage cars,? 104.00,S18_3136,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10342,30,? 167.65,4,"? 5,029.50",24-11-2019,1201,shipped,classic cars,? 169.00,S18_3232,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10342,25,? 66.74,5,"? 1,668.50",24-11-2019,1257,shipped,classic cars,? 80.00,S18_3278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10347,26,? 102.19,12,"? 2,656.94",29-11-2019,1274,shipped,vintage cars,? 99.00,S18_3320,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10342,55,? 119.06,7,"? 6,548.30",24-11-2019,1304,shipped,classic cars,? 146.00,S18_3482,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10342,26,? 55.95,8,"? 1,454.70",24-11-2019,1352,shipped,motorcycles,? 62.00,S18_3782,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10347,45,? 130.77,4,"? 5,884.65",29-11-2019,1472,shipped,trucks and buses,? 121.00,S18_4600,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10342,38,? 165.17,11,"? 6,276.46",24-11-2019,1527,shipped,classic cars,? 148.00,S18_4721,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10120,35,? 98.05,1,"? 3,431.75",29-04-2018,2180,shipped,motorcycles,? 112.00,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10223,32,? 91.29,2,"? 2,921.28",20-02-2019,1890,shipped,motorcycles,? 112.00,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10120,39,? 119.27,10,"? 4,651.53",29-04-2018,2228,shipped,planes,? 109.00,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10223,34,? 106.14,11,"? 3,608.76",20-02-2019,1936,shipped,planes,? 109.00,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10120,34,? 83.79,5,"? 2,848.86",29-04-2018,2275,shipped,motorcycles,? 76.00,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10223,38,? 69.31,6,"? 2,633.78",20-02-2019,1986,shipped,motorcycles,? 76.00,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10342,39,? 40.40,9,"? 1,575.60",24-11-2019,1942,shipped,classic cars,? 37.00,S24_2972,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10342,48,? 62.45,10,"? 2,997.60",24-11-2019,2016,shipped,classic cars,? 61.00,S24_3371,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10342,42,? 119.37,6,"? 5,013.54",24-11-2019,2115,shipped,classic cars,? 140.00,S24_3856,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10120,29,? 85.49,9,"? 2,479.21",29-04-2018,2795,shipped,planes,? 72.00,S24_4278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10223,23,? 74.62,10,"? 1,716.26",20-02-2019,2503,shipped,planes,? 72.00,S24_4278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10120,22,? 111.88,6,"? 2,461.36",29-04-2018,2869,shipped,motorcycles,? 99.00,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10223,21,? 117.87,7,"? 2,475.27",20-02-2019,2578,shipped,motorcycles,? 99.00,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10120,29,? 72.23,11,"? 2,094.67",29-04-2018,2997,shipped,vintage cars,? 68.00,S32_4289,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10223,20,? 66.04,12,"? 1,320.80",20-02-2019,2705,shipped,vintage cars,? 68.00,S32_4289,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10120,49,? 50.62,12,"? 2,480.38",29-04-2018,3045,shipped,vintage cars,? 43.00,S50_1341,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10223,41,? 46.26,13,"? 1,896.66",20-02-2019,2755,shipped,vintage cars,? 43.00,S50_1341,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10120,47,? 82.21,13,"? 3,863.87",29-04-2018,3175,shipped,planes,? 91.00,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10223,25,? 101.39,14,"? 2,534.75",20-02-2019,2885,shipped,planes,? 91.00,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10120,24,? 107.70,15,"? 2,584.80",29-04-2018,3251,shipped,planes,? 99.00,S700_2466,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10120,24,? 142.38,7,"? 3,417.12",29-04-2018,3331,shipped,planes,? 118.00,S700_2834,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10223,29,? 110.34,8,"? 3,199.86",20-02-2019,3040,shipped,planes,? 118.00,S700_2834,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10120,43,? 76.00,14,"? 3,268.00",29-04-2018,3356,shipped,planes,? 80.00,S700_3167,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,medium
10223,26,? 67.20,15,"? 1,747.20",20-02-2019,3065,shipped,planes,? 80.00,S700_3167,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,small
10193,28,? 110.96,7,"? 3,106.88",21-11-2018,1018,shipped,vintage cars,? 102.00,S18_1342,"Australian Collectables, Ltd",61938446555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,medium
10193,46,? 53.37,6,"? 2,455.02",21-11-2018,1042,shipped,vintage cars,? 53.00,S18_1367,"Australian Collectables, Ltd",61938446555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,small
10193,21,? 149.60,14,"? 3,141.60",21-11-2018,1116,shipped,vintage cars,? 170.00,S18_1749,"Australian Collectables, Ltd",61938446555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,medium
